Attach-AttachTime,Attach-Device,Attach-InstanceId,Attach-State,Attach-VolumeId,Attach-DeleteOnTermination,AvailabilityZone,CreateTime,Encrypted,Size,SnapshotId,State,VolumeId,VolumeType,MultiAttachEnabled,Iops
2019-05-25T22:36:31.000Z,/dev/sdb,i-043748527632be370,attached,vol-074b730c1acd47dec,false,us-east-1a,2019-05-25T22:36:31.829Z,false,50,,in-use,vol-074b730c1acd47dec,gp2,false,150
2019-05-25T22:36:31.000Z,xvda,i-043748527632be370,attached,vol-0f487619064630d29,false,us-east-1a,2019-05-25T22:36:31.635Z,false,16,snap-0f8720421e0d58ccf,in-use,vol-0f487619064630d29,gp2,false,100
2022-03-17T23:08:36.000Z,/dev/xvdcd,i-07ff434f7a25ba73f,attached,vol-02d978a84f1faf3eb,false,us-east-1a,2019-07-19T16:39:56.449Z,false,10,,in-use,vol-02d978a84f1faf3eb,gp2,false,100
2022-03-19T00:45:37.000Z,/dev/xvdcw,i-0792e149526ee3d81,attached,vol-0fd59a8f0e10cecfb,false,us-east-1a,2019-08-01T18:07:33.230Z,false,10,,in-use,vol-0fd59a8f0e10cecfb,gp2,false,100
2022-03-18T03:08:33.000Z,/dev/xvdbq,i-09e6cf503606fc8b1,attached,vol-04152fe84dd4f2790,false,us-east-1a,2019-10-07T19:56:48.752Z,false,15,,in-use,vol-04152fe84dd4f2790,gp2,false,100
2019-12-18T22:06:20.000Z,/dev/xvda,i-0443adde2d5611d92,attached,vol-0250fb9da9a9eabde,true,us-east-1a,2019-12-18T22:06:20.335Z,false,12,snap-0b4ddf06c9bde1c2d,in-use,vol-0250fb9da9a9eabde,gp2,false,100
2020-01-18T15:07:44.000Z,/dev/sdg,i-08775ef472b026d1c,attached,vol-05badc2b5ce774287,false,us-east-1a,2020-01-18T15:07:22.647Z,false,1900,,in-use,vol-05badc2b5ce774287,gp2,false,5700
2020-04-24T22:08:30.000Z,/dev/xvdc,i-09d703ff48d4d7bfd,attached,vol-09c57dcd81a4ef9d0,false,us-east-1a,2020-04-24T21:44:44.048Z,false,20,,in-use,vol-09c57dcd81a4ef9d0,gp2,false,100
2020-09-29T04:55:28.000Z,/dev/xvda,i-03984ccd6edadbe40,attached,vol-008e12c0839635ccf,true,us-east-1a,2020-09-29T04:55:28.477Z,false,8,snap-0299d083f0ce6cd12,in-use,vol-008e12c0839635ccf,gp2,false,100
2020-09-29T04:55:28.000Z,/dev/xvda,i-01093f32c0afdd691,attached,vol-0b80c5de3e32ff964,true,us-east-1a,2020-09-29T04:55:28.468Z,false,8,snap-0299d083f0ce6cd12,in-use,vol-0b80c5de3e32ff964,gp2,false,100
2020-09-29T05:00:39.000Z,xvda,i-07c22c2b24fe1ac92,attached,vol-01d833fc4488cafa2,true,us-east-1a,2020-09-29T05:00:39.237Z,false,8,snap-0d5da4b866ffd57bb,in-use,vol-01d833fc4488cafa2,gp2,false,100
2020-09-29T05:00:39.000Z,xvda,i-0b97e9b32b58f6dde,attached,vol-01f1abac2e2e77c05,true,us-east-1a,2020-09-29T05:00:39.279Z,false,8,snap-0d5da4b866ffd57bb,in-use,vol-01f1abac2e2e77c05,gp2,false,100
2020-09-30T23:08:14.000Z,/dev/xvdb,i-07c22c2b24fe1ac92,attached,vol-0b61dcc2d63ddf7c5,false,us-east-1a,2020-09-30T23:07:23.538Z,false,10,,in-use,vol-0b61dcc2d63ddf7c5,gp2,false,100
2020-09-30T23:08:31.000Z,/dev/xvdc,i-07c22c2b24fe1ac92,attached,vol-02087a30513786e5e,false,us-east-1a,2020-09-30T23:07:41.151Z,false,4,,in-use,vol-02087a30513786e5e,gp2,false,100
2020-09-30T23:08:42.000Z,/dev/xvdb,i-0b97e9b32b58f6dde,attached,vol-024d429e9bf449df5,false,us-east-1a,2020-09-30T23:07:52.584Z,false,10,,in-use,vol-024d429e9bf449df5,gp2,false,100
2020-09-30T23:08:51.000Z,/dev/xvdc,i-0b97e9b32b58f6dde,attached,vol-0b4010184804e157a,false,us-east-1a,2020-09-30T23:08:02.137Z,false,4,,in-use,vol-0b4010184804e157a,gp2,false,100
2021-02-10T23:51:12.000Z,/dev/sda1,i-05a5991af8a9ee8d2,attached,vol-0efdf4c2819c7c763,false,us-east-1a,2021-02-10T23:51:12.776Z,false,500,snap-0ae00d0aac02c87b9,in-use,vol-0efdf4c2819c7c763,gp2,false,1500
2021-04-30T15:12:54.000Z,/dev/sdd,i-0b655dd60f4e77d6f,attached,vol-0ee5e3463fe07f72f,false,us-east-1a,2021-04-30T15:12:32.180Z,false,400,,in-use,vol-0ee5e3463fe07f72f,gp2,false,1200
2021-07-23T02:39:31.000Z,/dev/xvda,i-04de8a71c299ba890,attached,vol-015465040591e4431,true,us-east-1a,2021-07-23T02:39:31.704Z,false,100,snap-095d3b95ecf91e90c,in-use,vol-015465040591e4431,gp2,false,300
2021-07-26T22:47:48.000Z,/dev/xvda,i-0ed77bc10a9ad7dfa,attached,vol-05f2e0ab6cf5ad6ad,true,us-east-1a,2021-07-26T22:47:48.531Z,false,100,snap-0b93fa57a97fc2a8b,in-use,vol-05f2e0ab6cf5ad6ad,gp2,false,300
2021-10-20T01:15:03.000Z,/dev/sdd,i-d610d401,attached,vol-0f922c4a4ccd6a9a8,false,us-east-1a,2021-10-20T01:14:41.461Z,false,20,,in-use,vol-0f922c4a4ccd6a9a8,gp2,false,100
2022-03-17T22:56:07.000Z,/dev/xvda,i-07ff434f7a25ba73f,attached,vol-01433c8efe56324e5,true,us-east-1a,2022-03-17T22:56:07.245Z,false,40,snap-0ec62a86303265fae,in-use,vol-01433c8efe56324e5,gp2,false,120
2022-03-18T03:00:41.000Z,/dev/xvda,i-09e6cf503606fc8b1,attached,vol-06f7434ceea0eb5f2,true,us-east-1a,2022-03-18T03:00:41.196Z,false,40,snap-098f5ece7b3f012fe,in-use,vol-06f7434ceea0eb5f2,gp2,false,120
2022-03-19T00:32:44.000Z,/dev/xvda,i-0792e149526ee3d81,attached,vol-021edfa204b4bb68c,true,us-east-1a,2022-03-19T00:32:44.268Z,false,40,snap-0ec62a86303265fae,in-use,vol-021edfa204b4bb68c,gp2,false,120
2022-03-28T19:42:36.000Z,/dev/xvda,i-0b7000b6be5ddbe93,attached,vol-0e59eaf2256398727,true,us-east-1a,2022-03-28T19:42:36.148Z,false,40,snap-098f5ece7b3f012fe,in-use,vol-0e59eaf2256398727,gp2,false,120
2016-01-07T20:30:55.000Z,/dev/xvda,i-df52235e,attached,vol-8088175c,false,us-east-1d,2016-01-07T20:30:54.968Z,false,8,snap-1e376671,in-use,vol-8088175c,gp2,false,100
2016-01-07T20:30:55.000Z,/dev/sdc,i-df52235e,attached,vol-778817ab,false,us-east-1d,2016-01-07T20:30:54.561Z,false,8,,in-use,vol-778817ab,gp2,false,100
2016-01-07T20:30:55.000Z,/dev/sdb,i-df52235e,attached,vol-088817d4,false,us-east-1d,2016-01-07T20:30:54.510Z,false,8,,in-use,vol-088817d4,gp2,false,100
2016-01-07T20:30:55.000Z,/dev/sdd,i-df52235e,attached,vol-098817d5,false,us-east-1d,2016-01-07T20:30:54.677Z,false,8,,in-use,vol-098817d5,gp2,false,100
2018-05-04T22:50:30.000Z,xvda,i-0213381ecdebed842,attached,vol-09e0877fd5f1e8db7,false,us-east-1d,2018-05-04T22:50:30.056Z,false,2,snap-0017a1ebe3766441c,in-use,vol-09e0877fd5f1e8db7,gp2,false,100
2018-09-29T22:31:57.000Z,/dev/xvdb,i-053fe68e886d4ad01,attached,vol-0ee812f033eac52a0,false,us-east-1d,2018-09-29T21:22:07.205Z,false,50,,in-use,vol-0ee812f033eac52a0,gp2,false,150
2018-09-29T22:31:56.000Z,xvda,i-053fe68e886d4ad01,attached,vol-0d9cf563c67787b8e,false,us-east-1d,2018-09-29T21:22:06.221Z,false,16,,in-use,vol-0d9cf563c67787b8e,gp2,false,100
2018-09-29T22:31:58.000Z,/dev/xvdc,i-053fe68e886d4ad01,attached,vol-0217f1b08caf9b9aa,false,us-east-1d,2018-09-29T21:22:08.071Z,false,500,,in-use,vol-0217f1b08caf9b9aa,gp2,false,1500
2018-10-10T20:21:22.000Z,xvda,i-0906095d56f1fb4cb,attached,vol-0d47c712853a07564,false,us-east-1d,2018-10-10T20:02:41.831Z,false,16,,in-use,vol-0d47c712853a07564,gp2,false,100
2018-10-10T20:21:26.000Z,/dev/xvde,i-0906095d56f1fb4cb,attached,vol-0b19b6007270b30b7,false,us-east-1d,2018-10-10T20:02:44.693Z,false,4,,in-use,vol-0b19b6007270b30b7,gp2,false,100
2018-10-10T20:21:23.000Z,/dev/xvdb,i-0906095d56f1fb4cb,attached,vol-0661bb9fcb108a53e,false,us-east-1d,2018-10-10T20:02:42.823Z,false,50,,in-use,vol-0661bb9fcb108a53e,gp2,false,150
2018-10-10T20:21:27.000Z,/dev/xvdf,i-0906095d56f1fb4cb,attached,vol-0e0d04ca0c8565541,false,us-east-1d,2018-10-10T20:02:45.615Z,false,4,,in-use,vol-0e0d04ca0c8565541,gp2,false,100
2018-10-10T20:21:24.000Z,/dev/xvdc,i-0906095d56f1fb4cb,attached,vol-08f4f418953ffc0a8,false,us-east-1d,2018-10-10T20:02:43.761Z,false,4,,in-use,vol-08f4f418953ffc0a8,gp2,false,100
2018-10-11T05:02:19.000Z,xvda,i-04c49b6152b19eac9,attached,vol-09e60a38d74580e6c,false,us-east-1d,2018-10-11T04:27:40.377Z,false,16,,in-use,vol-09e60a38d74580e6c,gp2,false,100
2018-10-11T05:31:52.000Z,/dev/xvdc,i-064cf1df3b3dcf566,attached,vol-09068f890967e4a01,false,us-east-1d,2018-10-11T04:27:37.990Z,false,800,,in-use,vol-09068f890967e4a01,gp2,false,2400
2018-10-11T05:31:51.000Z,/dev/xvdb,i-064cf1df3b3dcf566,attached,vol-0c7205eaf6c143ad8,false,us-east-1d,2018-10-11T04:27:37.068Z,false,50,,in-use,vol-0c7205eaf6c143ad8,gp2,false,150
2018-10-11T05:02:20.000Z,/dev/xvdb,i-04c49b6152b19eac9,attached,vol-089bae80dd3932ab6,false,us-east-1d,2018-10-11T04:27:41.274Z,false,50,,in-use,vol-089bae80dd3932ab6,gp2,false,150
2018-10-11T05:02:25.000Z,/dev/xvde,i-04c49b6152b19eac9,attached,vol-0a822d2f8e48be33f,false,us-east-1d,2018-10-11T04:27:43.046Z,false,161,,in-use,vol-0a822d2f8e48be33f,gp2,false,483
2018-10-11T05:31:50.000Z,/dev/xvda,i-064cf1df3b3dcf566,attached,vol-07743593643216945,false,us-east-1d,2018-10-11T04:27:35.731Z,false,16,,in-use,vol-07743593643216945,gp2,false,100
2018-10-11T05:02:24.000Z,/dev/xvdc,i-04c49b6152b19eac9,attached,vol-021bb28d08613acb2,false,us-east-1d,2018-10-11T04:27:42.149Z,false,4,,in-use,vol-021bb28d08613acb2,gp2,false,100
2018-10-20T22:34:40.000Z,/dev/xvdb,i-0ad035119fcbfd694,attached,vol-0eee8e9e61d446f4c,false,us-east-1d,2018-10-20T19:35:56.942Z,false,50,,in-use,vol-0eee8e9e61d446f4c,gp2,false,150
2018-10-20T22:34:42.000Z,/dev/xvde,i-0ad035119fcbfd694,attached,vol-0723e679b3f7fca6c,false,us-east-1d,2018-10-20T19:36:02.289Z,false,300,,in-use,vol-0723e679b3f7fca6c,gp2,false,900
2018-10-20T22:33:56.000Z,/dev/xvdb,i-00e8b11e7216e16a0,attached,vol-0d78a81170a3ada3a,false,us-east-1d,2018-10-20T19:35:57.061Z,false,50,,in-use,vol-0d78a81170a3ada3a,gp2,false,150
2018-10-20T22:33:57.000Z,/dev/xvdc,i-00e8b11e7216e16a0,attached,vol-0401c99a81166dd1d,false,us-east-1d,2018-10-20T19:35:57.966Z,false,400,,in-use,vol-0401c99a81166dd1d,gp2,false,1200
2018-10-20T22:33:54.000Z,xvda,i-00e8b11e7216e16a0,attached,vol-099af828d10d77267,false,us-east-1d,2018-10-20T19:35:56.133Z,false,16,,in-use,vol-099af828d10d77267,gp2,false,100
2018-10-20T22:34:39.000Z,xvda,i-0ad035119fcbfd694,attached,vol-040b8e88f03d3ba20,false,us-east-1d,2018-10-20T19:35:56.000Z,false,16,,in-use,vol-040b8e88f03d3ba20,gp2,false,100
2018-10-20T22:34:40.000Z,/dev/xvdc,i-0ad035119fcbfd694,attached,vol-045ab53a8bc6a6cee,false,us-east-1d,2018-10-20T19:35:57.896Z,false,4,,in-use,vol-045ab53a8bc6a6cee,gp2,false,100
2018-10-20T22:34:41.000Z,/dev/xvdf,i-03588a775c2637604,attached,vol-01226489a8da64c4b,false,us-east-1d,2018-10-20T19:37:12.762Z,false,4,,in-use,vol-01226489a8da64c4b,gp2,false,100
2018-10-20T22:34:37.000Z,xvda,i-03588a775c2637604,attached,vol-0f172db0b67c82043,false,us-east-1d,2018-10-20T19:37:09.073Z,false,16,,in-use,vol-0f172db0b67c82043,gp2,false,100
2018-10-20T22:34:38.000Z,/dev/xvdb,i-03588a775c2637604,attached,vol-0d116cf982c1da9b3,false,us-east-1d,2018-10-20T19:37:09.999Z,false,50,,in-use,vol-0d116cf982c1da9b3,gp2,false,150
2018-10-20T22:34:40.000Z,/dev/xvde,i-03588a775c2637604,attached,vol-0687c5ae3505bbfff,false,us-east-1d,2018-10-20T19:37:11.866Z,false,4,,in-use,vol-0687c5ae3505bbfff,gp2,false,100
2018-10-20T22:34:39.000Z,/dev/xvdc,i-03588a775c2637604,attached,vol-0447eeb190ae67a97,false,us-east-1d,2018-10-20T19:37:10.945Z,false,4,,in-use,vol-0447eeb190ae67a97,gp2,false,100
2018-10-27T02:39:03.000Z,/dev/xvda,i-0a99317a86a231115,attached,vol-053f387e44b4917f7,false,us-east-1d,2018-10-27T00:24:21.566Z,false,16,,in-use,vol-053f387e44b4917f7,gp2,false,100
2018-10-27T02:39:04.000Z,/dev/xvdb,i-0a99317a86a231115,attached,vol-01c421203171e33eb,false,us-east-1d,2018-10-27T00:24:22.477Z,false,50,,in-use,vol-01c421203171e33eb,gp2,false,150
2018-10-27T02:39:05.000Z,/dev/xvdc,i-0a99317a86a231115,attached,vol-04d6d64f25ff06081,false,us-east-1d,2018-10-27T00:24:23.392Z,false,1100,,in-use,vol-04d6d64f25ff06081,gp2,false,3300
2018-11-07T21:39:16.000Z,/dev/sde,i-064cf1df3b3dcf566,attached,vol-05a48d3dcc958205a,false,us-east-1d,2018-11-07T21:38:10.475Z,false,1400,,in-use,vol-05a48d3dcc958205a,gp2,false,4200
2020-03-28T02:07:44.000Z,/dev/sdd,i-0a99317a86a231115,attached,vol-0c2396953a3dadeba,false,us-east-1d,2018-12-15T04:03:35.111Z,false,600,,in-use,vol-0c2396953a3dadeba,gp2,false,1800
2018-12-15T04:06:00.000Z,/dev/sde,i-0a99317a86a231115,attached,vol-0c856d4d78db2df6c,false,us-east-1d,2018-12-15T04:03:53.581Z,false,1300,,in-use,vol-0c856d4d78db2df6c,gp2,false,3900
2021-07-23T02:39:32.000Z,/dev/xvda,i-033ccc44a1fb03c36,attached,vol-0cc701ba9ea06aaa5,true,us-east-1d,2021-07-23T02:39:32.809Z,false,100,snap-095d3b95ecf91e90c,in-use,vol-0cc701ba9ea06aaa5,gp2,false,300
